,city,name,phone,state,streetAddress,zipcode
285,Opp,Christian Service Center - Opp,(334) 493-4244,Alabama,109 N. Whaley Street,36467
286,Opelika,Community Market Of East Alabama,(334) 749-8844,Alabama,3810 Pepperell Pkwy,36801
287,Opelika,Pine Grove United Methodist Church,(334) 749-8874,Alabama,7235 Us Hwy 29 N,36804
288,Opelika,Food Bank of East Alabama - Community Market,(334) 749-8844,Alabama,3810 C Pepperell Pkwy,36801
289,Opelika,Christian Care Ministries,(334) 705-0505,Alabama,1000 Samford Court,36801
290,Oxford,Calhoun Baptist Association - Baptist Service Center South,256-237-5171,Alabama,1130 Woodstock Ave.,36207
291,Ozark,Shiloh 7th Day Adventist,(334) 774-6713,Alabama,316 Willa Street,36360
292,Ozark,Salvation Army Coffee and Dale County,(334) 445-3070,Alabama,154 East Broad Street,36361
293,Ozark,Pleasant Grove Baptist,(334) 774-8484,Alabama,1124 County Road 11,36360
294,Overton,Freewill Reach Out Ministry,(205) 956-7157,Alabama,785 Oak Street,35210
295,Phenix,Russell Baptist Center,(334) 298-3581,Alabama,1606 5th Avenue,36869
296,Ozark,Ozark Praise And Worship,(334) 445-4802,Alabama,185 Bermuda Street,36360
297,Ozark,Ewell Bible Baptist Church,(334) 774-4127,Alabama,64 Susie Street,36360
298,Ozark,Dale County Rescue Mission,(334) 774-6553,Alabama,182 Martin Street,36360
299,Piedmont,Piedmont Benevolence Center,(256) 447-2220,Alabama,20222 Highway 9,36272
300,Pell,St Clair County Community Action Agency,(205) 338-7407,Alabama,205 Edwin Holladay Place,35125
301,Prattville,Autauga Interfaith Care Center,(334) 365-4080,Alabama,163 W. Third Street,36067
302,Prattville,Prattville Church of Christ ,334-365-4201,Alabama,344 East Main Street,36067
303,Pine,Catholic Social Ministries - Pine Apple,(334) 872-2359,Alabama,702 County Road 59,36768
304,Rockford,Coosa County Department of Human Resources (dhr),(256) 377-2000,Alabama,300 South Jackson Street,35136
305,Rainsville,"Community Action of Northeast Alabama, Inc",(256) 638-4430,Alabama,1418 McCurdy Avenue,35986
306,Ranburne,Hearts (helping Every Area Resident To Succeed),(256) 568-5023,Alabama,20840 Main Street,36273
307,Samson,Greater Pleasant Valley Mb Church,(334) 898-2298,Alabama,505 Broad Street,36477
308,Samson,Human Resource Development Corporation - Geneva HRDC,334-898-9914,Alabama,10470 West State Highway 52,36477
309,Robertsdale,Catholic Social Services - Robertsdale,(251) 947-2293,Alabama,23010 State Highway 59 North,36567
310,Saraland,Central Church of Christ,(251) 675-1489,Alabama,225 Highway 43 South,36571
311,Saraland,Bayou Sara Baptist Church Benevolent Food Bank,(251) 675-1770,Alabama,12 Bayou Sara Avenue,36571
312,Slocomb,Malvern New Life Church,(334) 678-0021,Alabama,170 New Life Road,36375
313,Somerville,Somerville United Methodist Church Food Pantry,256-778-8200,Alabama,264 Center Springs Rd.,35670
314,Scottsboro,CASA of Jackson County ,256-259-3736,Alabama,250 S Broad Street,35768
315,Scottsboro,Broad Street Christ of Christ,(256) 574-2489,Alabama,613 South Broad Street,35768
316,Smiths,Smiths Station Baptist Church,(334) 297-4932,Alabama,2460 Lee Road 430,36877
317,Scottsboro,North Houston St Church of Christ,(256) 259-6665,Alabama,704 North Houston Street,35768
318,Shorter,Mary Magdalene Missionary Baptist Church,(334) 727-2923,Alabama,4294 Cross Keys Road,36075
319,Southside,Southside United Methodist Church,(256) 442-7080,Alabama,2438 Cedar Bend Road North,35907
320,Selma,Selma Area Food Bank,(334) 872-4111,Alabama,497 Oak St.,36701
321,Selma,Christian Outreach Alliance Food Pantryname at their present address dated in the month they register or immediately preceding month.,334-872-6904,Alabama,700 Jeff Davis Ave.,36701
322,Selma,Woodland Heights Presbyterian Church,(334) 872-2656,Alabama,420 Highland Avenue,36702
323,Selma,Tyus Ministries,(334) 874-8340,Alabama,323 Wheeler Avenue,36701
324,Selma,Selmont Community Baptist Church,(334) 875-3271,Alabama,2311 Tipton Street,36702
325,Selma,Salvation Army - Selma,(334) 872-1646,Alabama,2104 Franklin Street,36701
326,Selma,Rising Star Church of The Living God,(334) 874-3860,Alabama,731 Avenue A,36701
327,Selma,New Life Christian Church,(334) 875-5512,Alabama,401 3rd Avenue,36701
328,Selma,Living To Live Again Outreach Ministries,(334) 875-4996,Alabama,1530 Broad Street,36701
329,Selma,Holy Ghost House of God,(334) 875-6898,Alabama,2401 N Lauderdale Street,36701
330,Selma,Freedom Baptist Church,(334) 875-9222,Alabama,1910 Summerfield Road,36701
331,Selma,Dallas County Foster Parent Association,(334) 874-1416,Alabama,200 Sam Moseley Drive,36701
332,Selma,"Christian Alliance, The",(334) 872-2224,Alabama,24 Church Street,36702
333,Selma,American Red Cross - Blackbelt Service Center,(334) 874-4641,Alabama,812 Selma Avenue,36702
334,Selma,Alabama Avenue Church of God,(334) 874-4420,Alabama,2259 Alabama Avenue,36701
335,Selma,Gospel Tabernacle Church of God,(334) 875-3822,Alabama,1505 County Road 84,36703
336,Spanish,Prodisee Pantry,(251) 626-1720,Alabama,6530 Spanish Fort Boulevard,36527
337,Stevenson,Faith Baptist Church,(256) 437-2902,Alabama,33 County Road 83,35772
338,Sylacauga,The Sanctuary Food Pantry,256-245-5076,Alabama,46639 US Hwy 280,35150
339,Sylacauga,Alabama Childhood Food,256-245-6115,Alabama,205 Old Home Place,35014
340,Sylvania,Upper Sand Mountian Parrish,(256) 638-2124,Alabama,24474 Al Hwy 75,35988
341,Talladega,Isaiah House Food Ministry,(256) 315-2500,Alabama,1225 Ward Ave,35160
342,Tanner,Athens-limestone Food and Shelter (ALFS) Program,(256) 230-6311,Alabama,20086 Swanner Boulevard,35671
343,Tallassee,Wall Street A M E Church,(334) 285-2594,Alabama,71 Zion Street,36078
344,Tallassee,Acts: Association of Christians of Tallassee,(334) 283-6750,Alabama,308 Main Street,36078
345,Theodore,Bay Area Food Bank - Theodore,(251) 653-1617,Alabama,5248 Mobile South St,36582
346,Thomasville,Salvation Army,(334) 636-9840,Alabama,122 W. Wilson Avenue,36784
347,Trinity,Oak Grove First Congregational Methodist Church,(256) 350-4259,Alabama,307 CR RD 356,35673
348,Troy,Salvation Army - Troy,(334) 808-1069,Alabama,509 S. Brundidge Street,36081
349,Troy,Collegedale Church of Christ,(334) 566-5110,Alabama,701 Collegedale Street,36081
350,Troy,First Missionary Baptist Church,(334) 566-3905,Alabama,319 Alphonsa Byrd Sr. Drive,36081
351,Trussville,Serving You Ministries Inc North Park Baptist Church,(205) 228-0030 ,Alabama,5700 Deerfoot Parkway,35173
352,Trussville,TEAM (Trussville Ecumenical Assistive Ministry),(205) 661-5039,Alabama,88 Cedar Lane,35173
353,Toney,Huntsville Assistance Program,(256) 828-8788,Alabama,11588 Pulaski Pike,35773
354,Thomaston,Glovers Primitive Baptist Church,(334) 627-3260,Alabama,2151 County Road 79,36783
355,Thomaston,First Baptist Church Thomaston,(334) 627-3755,Alabama,597 7th Avenue,36783
356,Town,Helping Hands,(205) 695-6463,Alabama,23271 Hwy 157,35672
357,Tuscumbia,Colbert Caring Center,(256) 381-8464,Alabama,102 North Water Street,35674
358,Valley,Community Action Valley Head,(256) 635-6722,Alabama,159 Commerce Street,35989
359,Tuscaloosa,UPC Food Pantry,2057585422,Alabama,1127 8th St.,35401
360,Tuscaloosa,University Church of Christ,(205) 553-3001,Alabama,1200 Julia Tutwiler Drive,35404
361,Tuscaloosa,Temporary Emergency Services,(205) 345-7330,Alabama,1705 15th Street,35401
362,Tuscaloosa,First United Methodist Church of Tuscaloosa,(205) 345-7261,Alabama,800 Greensboro Avenue,35401
363,Tuscaloosa,Catholic Family Services,(205) 759-1268,Alabama,608 37th Street East,35401
364,Tuscaloosa,Capstone Church,(205) 366-1581,Alabama,1907 University Boulevard,35401
365,Tuscaloosa,Salvation Army,(205) 758-2804,Alabama,2902 Greensboro Avenue,35403
366,Valley,Circle of Care Center For Families,(334) 768-4091,Alabama,2200 35th Place,36854
367,Valley,Beulah United Methodist Church,(334) 745-4755,Alabama,5165 Lee Road 270,36872
368,Union,Bullock County Food Pantry,(334) 738-2720,Alabama,101 Powell Street,36089
369,Union,First Missionary Baptist Church,(334) 738-3317,Alabama,106 Holcombe Avenue SE,36089
370,Vredenburgh,Catholic Social Ministries - Vredenburgh,(334) 872-2359,Alabama,509 Highway 56,36481
371,Warrior,Waterstone Church,(205) 647-9592,Alabama,210 South Brake Street,35180
372,York,Marengo Co. Operation Homecare,(205) 392-9292,Alabama,300 Kentucky Ave,36925
373,Wetumpka,People That Care,(334) 567-8135,Alabama,100 West Bridge Street,36092
374,Wetumpka,Community Action Committee - Elmore - Autauga,(334) 567-4361,Alabama,504 Autauga Street,36092
375,Wetumpka,Elmore County Food Pantry,(334) 567-3232,Alabama,1173 Old Montgomery Highway,36092
0,Douglas,Douglas Community United Methodist Church,907-364-2408,Alaska,1106 3rd St,99824
1,Douglas,Douglas Community United Methodist Church,(907) 364-2408,Alaska,1106 3rd Street,99824
2,Dillingham,Bristol Bay Native Association,907-842-3663,Alaska,1500 Kanakanak Road,99576
3,Dillingham,Bristol Bay Native Association,(907) 842-3663,Alaska,1500 Kanakanak Road,99576
4,Bethel,Orutsaramuit Native Council Social Services,907-543-2608,Alaska,Empty,99559
5,Anchor,Anchor Point Food Pantry (APFP),907-235-7842,Alaska,73358 School St.,99556
6,Eagle,Eagle River Church Of God,(907) 694-9395,Alaska,17108 Hanson Dr,99577
7,Eagle,Chugiak Eagle River Food Pantry @ Eagle River Presbyterian,694-5228,Alaska,12836 Old Glenn Highway,99577
8,Big,Our Lady Of The Lake Catholic Church,907-892-6492,Alaska,Empty,99652
9,Big,Our Lady Of The Lake Catholic Church,(907) 892-6492,Alaska,Empty,99652
10,Aniak,Aniak Traditional Council,907-675-4349,Alaska,1 Community Hall Road,99557
11,Aniak,Aniak Traditional Council,(907) 675-4349,Alaska,1 Community Hall Road,99557
12,Anchorage,Food Bank of Alaska - Anchorage,(907) 272-3663,Alaska,2121 Spar Avenue,99501
13,Anchorage,Abbott Loop Community Church,(907) 349-9641,Alaska,2626 Abbott Road,99507
14,Anchorage,Anchorage City Church - Food Shelf,(907)344-2141,Alaska,1301 W 100th Ave,99505
15,Anchorage,Fellowship In Serving Humanity,(907)277-0818,Alaska,Empty,99511
16,Anchorage,Food Bank Of Alaska,907-272-3663,Alaska,2121 Spar Avenue,99504
17,Anchorage,Mobile Food Pantry - Fairview Recreation Center,907-272-3663,Alaska,1121 E 10th Ave,99501
18,Anchorage,Mobile Food Pantry  First Christian Methodist Episcopal Church,907-272-3663,Alaska,3600 Macinnes St,99508
19,Anchorage,Mobile Food Pantry Jewel Lake Church Of The Nazarene,(907) 243-2344,Alaska,40255 W 88th Ave,99502
20,Anchorage,Mobile Food Pantry  Lutheran Church Of Hope,907-272-3663,Alaska,1847 W Northern Lights Blvd,99517
21,Anchorage,Mobile Food Pantry - Mountain View Boys & Girls Club,907-272-3663,Alaska,315 N Price St,99508
22,Anchorage,Mobile Food Pantry - Muldoon Community Assembly,907-272-3663,Alaska,7041 Debarr Rd,99504
23,Anchorage,Mobile Food Pantry - The Adelaide,907-272-3663,Alaska,201 E 9th Ave,99501
24,Anchorage,Lions Clubs Of Alaska,907-561-3680,Alaska,4233 Mountain View Dr,99508
25,Anchorage,Spenard Lions Club - Anchorage,907-428-0832,Alaska,2108 Roosevelt Dr,99517
26,Anchorage,Lutheran Social Services Of Alaska,907-272-0643,Alaska,1305 W 33rd Ave,99503
27,Anchorage,Mother Lawrence Foundation,(907) 272-0989,Alaska,3609 Richmond Ave.,99508
28,Anchorage,Mountain View Baptist Church,907-279-4316,Alaska,300 N Bragaw,88407
29,Anchorage,New Hope on the Last Frontier,(907) 274-4673,Alaska,1220 E Street Suite 100,99501
30,Anchorage,North Anchorage Church Of God,907-338-2316,Alaska,1711 Bragaw St,99508
31,Fort,Gwichyaa Zhee Gwich''in Tribal Government,907-662-2581,Alaska,Empty,99740
32,Fort,Gwichyaa Zhee Gwich'in Tribal Government,(907) 662-2581,Alaska,Empty,99740
33,Anchorage,Salvation Army - Alaska Division,907-277-2593,Alaska,1712 A Stret,99501
34,Anchorage,Shiloh Baptist Family Services,907-276-6673,Alaska,1928 Juneau St,99501
35,Anchorage,"Emergency Food Bank St Benedict''s Outreachname, contact phone number and the a",907-273-1596,Alaska,8110 Jewel Lake Road,99502
36,Fairbanks,Fairbanks Community Food Bank,(907) 457-4273,Alaska,725 26th Avenue,99701
37,Fairbanks,Salvation Army - Fairbanks Corps,(907) 452-3103,Alaska,1602 10th Ave,99701
38,Anchorage,St. Christopher''s Episcopal Church,907-333-5010,Alaska,7208 Duben Ave,99504
39,Anchorage,Shiloh Food Pantry,(907) 276-6673,Alaska,855 E. 20th Ave.,99501
40,Anchorage,North Anchorage Church Of God,(907) 338-2316,Alaska,1711 Bragaw Street,99508
41,Fairbanks,Christ Is The Answer,907-452-6810,Alaska,402 16th Ave,99701
42,Fairbanks,Community Covenant Church Fairbanks,907-456-6553,Alaska,2136 Mccullam Ave,99701
43,Fairbanks,Fairbanks Native Association,907-452-5225,Alaska,315 Wendell St,99701
44,Fairbanks,Fairbanks First Church Of The Nazarene,907-479-6734,Alaska,1524 Westwood Way Ste B,99709
45,Fairbanks,First Presbyterian Church Fairbanks,907-452-2406,Alaska,547 7th Ave,99701
46,Anchorage,Mother Lawrence Foundation,(907) 272-0989,Alaska,3609 Richmond Avenue,99508
47,Anchorage,Mobile Food Pantry - The Adelaide,(907) 272-3663,Alaska,201 E 9th Avenue,99501
48,Anchorage,Mobile Food Pantry - Muldoon Community Assembly,(907) 272-3663,Alaska,7041 Debarr Road,99504
49,Fairbanks,Immaculate Conception Church And Community Services,907-456-4918,Alaska,115 N Cushman St,99701
50,Fairbanks,Salvation Army - Fairbanks Corps,(907) 452-3103,Alaska,1602 10th Avenue,99701
51,Fairbanks,Immaculate Conception Church And Community Services,(907) 456-4918,Alaska,115 N Cushman Street,99701
52,Fairbanks,First Presbyterian Church,(907) 452-2406,Alaska,547 7th Avenue,99701
53,Fairbanks,First Church Of The Nazarene,(907) 479-6734,Alaska,1524 Westwood Way Suite B,99709
54,Anchorage,Mobile Food Pantry - Mountain View Boys and Girls Club,(907) 272-3663,Alaska,315 N Price Street,99508
55,Anchorage,Mobile Food Pantry - Lutheran Church Of Hope,(907) 272-3663,Alaska,1847 W Northern Lights Boulevard,99517
56,Anchorage,Mobile Food Pantry - Jewel Lake Church Of The Nazarene,(907) 272-3663,Alaska,4025 W 88th Avenue,99502
57,Fairbanks,Fairhill Community Church,(907) 457-5522,Alaska,101 City Lights Boulevard,99712
58,Fairbanks,Community Services - Fairbanks Native Association,(907) 452-5225,Alaska,315 Wendell Street,99701
59,Fairbanks,Community Covenant Church,(907) 456-6553,Alaska,2136 McCullam Avenue,99701
60,Fairbanks,Christ Is The Answer,(907) 452-6810,Alaska,402 16th Avenue,99701
61,Fairbanks,Sacred Heart Cathedral Fairbanks,(907) 474-9032,Alaska,2501 Airport Way,99701
62,Anchorage,Mobile Food Pantry - First Christian Methodist Episcopal Chu,(907) 272-3663,Alaska,3600 Macinnes Street,99508
63,Anchorage,Food Bank Of Alaska,(907) 272-3663,Alaska,8901 Peck Avenue,99504
64,Anchorage,Latino Lions Club - Anchorage,(907) 561-3680,Alaska,4233 Mountain View Drive,99508
65,Homer,Salvation Army - Homer Corps,907-235-2609,Alaska,1468 Sterling Hwy,99603
66,Homer,Homer Community Food Pantry,907-235-1968,Alaska,770 East End Rd,99603
67,Hope,Hope Christian Church,907-782-3557,Alaska,Empty,99605
68,Juneau,Helping Hands Juneau,907-789-4390,Alaska,6590 Glacier Hwy Space 82a,99802
69,Juneau,Shepherd Of The Valley Lutheran Church Juneau,907-789-4093,Alaska,4212  Mendenhall Loop Rd,99801
70,Juneau,Southeast Alaska Food Bank,(907) 789-6184,Alaska,10020 Crazy Horse Drive,99801
71,Juneau,Salvation Army - Juneau Corps,(907) 586-2136,Alaska,439 Willoughby Avenue,99801
72,Juneau,Saint Brendan\'s Episcopal Church,(907) 789-5152,Alaska,4207 Mendenhall Loop Road,99801
73,Anchorage,Emergency Food Bank: St Benedict's Outreach,(907) 273-1596,Alaska,8110 Jewel Lake Road,99502
74,Anchorage,Catholic Social Services,(907) 222-7200,Alaska,3710 E 20th Avenue,99508
75,Anchorage,Anchorage City Church - Food Shelf,(907) 344-2141,Alaska,1301 W 100th Avenue,99515
76,Ketchikan,Salvation Army - Ketchikan Corps,907-225-5277,Alaska,342 Stedman St,99901
77,Ketchikan,Salvation Army - Ketchikan Corps,(907) 225-5277,Alaska,342 Stedman Street,99901
78,Haines,Salvation Army - Haines Corps,907-766-2470,Alaska,430 Union St,99827
79,Haines,Salvation Army - Haines Corps,(907) 766-2470,Alaska,430 Union Street,99827
80,Juneau,Resurrection Lutheran Church,(907) 586-2380,Alaska,740 W 10th Street,99801
81,Anchorage,St Christopher's Episcopal Church,(907) 333-5010,Alaska,7208 Duben Avenue,99504
82,Anchorage,New Hope On The Last Frontier,(907) 274-4673,Alaska,1220 E Street,99501
83,Anchorage,Mountain View Baptist Church,(907) 279-4316,Alaska,300 N Bragaw,99508
84,Houston,Big Lake Baptist Church,907-892-6646,Alaska,10864 W Parks Highway Mile 51.5 Parks Highway,99694
85,Houston,Big Lake Baptist Church,(907) 892-6646,Alaska,10864 W Parks Highway,99694
86,Kodiak,Kodiak Baptist Mission,907-486-4126,Alaska,1944 E Rezenof Dr,99615
87,Anchorage,Mobile Food Pantry - Fairview Recreation Center,(907) 272-3663,Alaska,1121 E 10th Avenue,99501
88,Anchorage,Lutheran Social Services Of Alaska,(907) 272-0643,Alaska,1305 W 33rd Avenue,99503
89,Anchorage,Catholic Social Services - Saint Francis House,907-222-7300,Alaska,3710 East 20th Ave,99508
90,Klawock,Salvation Army - Klawock Corps,907-755-2769,Alaska,585 Summit St,99925
91,Klawock,Salvation Army - Klawock Corps,(907) 755-2769,Alaska,585 Summit Street,99925
92,Soldotna,Kenai Peninsula Food Bank,(907) 262-3111,Alaska,33955 Community College Dr,99669
93,Meadow,Blood And Fire Church Of Alaska,(907) 864-0463,Alaska,7362 W Parks Highway Suite 18,99654
94,North,Freedom In Christ Ministries North Pole,907-488-0202,Alaska,1362 Becky St,99705
95,North,Lord Of Life Lutheran Church North Pole,907-488-6720,Alaska,1005 Saint Nicholas Drive,99705
96,North,North Pole Assembly Of God,907-488-6431,Alaska,503 Kit Blvd,99705
97,North,St. Jude''s Episcopal Church North Pole,907-488-9329,Alaska,Empty,99705
98,North,St Jude's Episcopal Church,(907) 488-9329,Alaska,Empty,99705
99,North,North Pole Assembly Of God,(907) 488-6431,Alaska,503 Kit Boulevard,99705
100,North,Lord Of Life Lutheran Church,(907) 488-6720,Alaska,1005 Saint Nicholas Drive,99705
